695_scaffold24,25804,f38Z25804,1_7073_7474_-_gene_type=bacteria	643d013b336645a8efa494429de5baed	133	Pfam	PF00581	Rhodanese-like domain	29	112	3.1E-11	T	28-01-2024	IPR001763	Rhodanese-like domain
321_scaffold3,127152,f42Z127152,1_6648_7460_+_gene_type=bacteria	cbaf683d24be7b598db378bc42499c93	270	Pfam	PF00970	Oxidoreductase FAD-binding domain	31	111	0.4	T	28-01-2024	IPR008333	Flavoprotein pyridine nucleotide cytochrome reductase-like, FAD-binding domain
321_scaffold3,127152,f42Z127152,1_6648_7460_+_gene_type=bacteria	cbaf683d24be7b598db378bc42499c93	270	Pfam	PF00175	Oxidoreductase NAD-binding domain	126	242	0.029	T	28-01-2024	IPR001433	Oxidoreductase FAD/NAD(P)-binding
1524_scaffold35,9886,f55Z9886,1,rc+scaffold21,32852,f60Z32852,1,rc_27934_28236_-_gene_type=bacteria	e69c0e8aa73f828c9a7ff0e28b8eb33c	100	Pfam	PF20082	Family of unknown function (DUF6476)	9	96	1.0E-15	T	28-01-2024	IPR045519	Protein of unknown function DUF6476
1279_scaffold7,81371,f37Z81371,1_32273_33349_-_gene_type=bacteria	c9290daa7b83fd8aa888a389e08b346a	358	Pfam	PF02547	Queuosine biosynthesis protein	12	356	3.1E-121	T	28-01-2024	IPR003699	S-adenosylmethionine:tRNA ribosyltransferase-isomerase, QueA
544_scaffold1,238466,f63Z238466,1_203403_204242_-_gene_type=bacteria	468a90ab45f43cfc14dec78c0e1b500e	279	Pfam	PF03099	Biotin/lipoate A/B protein ligase family	24	145	1.9E-10	T	28-01-2024	IPR004143	Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL), catalytic domain
544_scaffold1,238466,f63Z238466,1_203403_204242_-_gene_type=bacteria	468a90ab45f43cfc14dec78c0e1b500e	279	Pfam	PF02237	Biotin protein ligase C terminal domain	212	254	0.018	T	28-01-2024	IPR003142	Biotin protein ligase, C-terminal
788_scaffold50,4299,f5Z4299,1_1671_2642_-_gene_type=bacteria	a42bf7e9b2518263127836d6f51b170d	323	Pfam	PF07728	AAA domain (dynein-related subfamily)	66	190	7.9E-8	T	28-01-2024	IPR011704	ATPase, dynein-related, AAA domain
788_scaffold50,4299,f5Z4299,1_1671_2642_-_gene_type=bacteria	a42bf7e9b2518263127836d6f51b170d	323	Pfam	PF08406	CbbQ/NirQ/NorQ C-terminal	224	287	0.018	T	28-01-2024	IPR013615	CbbQ/NirQ/NorQ, C-terminal
775_scaffold47,4718,f43Z4718,1_3109_4716_-_gene_type=bacteria_partial=01	2541c3826d106dd6efc5b5fe23d8ed38	535	Pfam	PF00271	Helicase conserved C-terminal domain	224	334	4.4E-29	T	28-01-2024	IPR001650	Helicase, C-terminal
775_scaffold47,4718,f43Z4718,1_3109_4716_-_gene_type=bacteria_partial=01	2541c3826d106dd6efc5b5fe23d8ed38	535	Pfam	PF00270	DEAD/DEAH box helicase	13	181	9.1E-44	T	28-01-2024	IPR011545	DEAD/DEAH box helicase domain
311_scaffold4,112625,f24Z112625,1_108192_110435_-_gene_type=bacteria	adf64bf84d0fc066b750adf02da88c67	747	Pfam	PF02896	PEP-utilising enzyme, PEP-binding domain	428	715	1.7E-80	T	28-01-2024	IPR000121	PEP-utilising enzyme, C-terminal
311_scaffold4,112625,f24Z112625,1_108192_110435_-_gene_type=bacteria	adf64bf84d0fc066b750adf02da88c67	747	Pfam	PF05524	PEP-utilising enzyme, N-terminal	184	302	4.1E-18	T	28-01-2024	IPR008731	Phosphotransferase system, enzyme I N-terminal
311_scaffold4,112625,f24Z112625,1_108192_110435_-_gene_type=bacteria	adf64bf84d0fc066b750adf02da88c67	747	Pfam	PF01590	GAF domain	26	158	5.8E-11	T	28-01-2024	IPR003018	GAF domain
311_scaffold4,112625,f24Z112625,1_108192_110435_-_gene_type=bacteria	adf64bf84d0fc066b750adf02da88c67	747	Pfam	PF00391	PEP-utilising enzyme, mobile domain	327	400	3.5E-16	T	28-01-2024	IPR008279	PEP-utilising enzyme, mobile domain
847_scaffold15,51298,f56Z51298,1_38615_39106_-_gene_type=bacteria	99928bf3a0ca4cb39ca913de620b4e50	163	Pfam	PF00583	Acetyltransferase (GNAT) family	41	134	1.1E-8	T	28-01-2024	IPR000182	GNAT domain
590_scaffold31,14012,f11Z14012,1_9784_10653_-_gene_type=bacteria	fa556d5a665a7bec1cf77eff8b02751b	289	Pfam	PF01218	Coproporphyrinogen III oxidase	12	288	7.7E-90	T	28-01-2024	IPR001260	Coproporphyrinogen III oxidase, aerobic
173_scaffold6,109318,f13Z109318,1_79770_80501_+_gene_type=archaea	816fc0bb98fb725ba77811a18b5f837a	243	Pfam	PF13409	Glutathione S-transferase, N-terminal domain	16	89	1.2E-4	T	28-01-2024	IPR004045	Glutathione S-transferase, N-terminal
626_scaffold27,22276,f14Z22276,1_17667_18893_+_gene_type=bacteria	1e7ae08ebb2484a2847988cae540d406	408	Pfam	PF02771	Acyl-CoA dehydrogenase, N-terminal domain	31	141	8.8E-31	T	28-01-2024	IPR013786	Acyl-CoA dehydrogenase/oxidase, N-terminal
626_scaffold27,22276,f14Z22276,1_17667_18893_+_gene_type=bacteria	1e7ae08ebb2484a2847988cae540d406	408	Pfam	PF00441	Acyl-CoA dehydrogenase, C-terminal domain	260	400	1.4E-22	T	28-01-2024	IPR009075	Acyl-CoA dehydrogenase/oxidase, C-terminal
626_scaffold27,22276,f14Z22276,1_17667_18893_+_gene_type=bacteria	1e7ae08ebb2484a2847988cae540d406	408	Pfam	PF02770	Acyl-CoA dehydrogenase, middle domain	145	242	1.7E-18	T	28-01-2024	IPR006091	Acyl-CoA oxidase/dehydrogenase, middle domain
1507_scaffold35,9886,f55Z9886,1,rc+scaffold21,32852,f60Z32852,1,rc_9633_9824_-_gene_type=bacteria	c8abd99db44ace6a630ac43b25b76d8a	63	Pfam	PF02627	Carboxymuconolactone decarboxylase family	2	57	8.6E-7	T	28-01-2024	IPR003779	Carboxymuconolactone decarboxylase-like
1043_scaffold10,67060,f59Z67060,1_42477_42974_-_gene_type=bacteria	9bb3f185cdaf1cee8432472f7b9c5799	165	Pfam	PF01467	Cytidylyltransferase-like	5	137	4.9E-21	T	28-01-2024	IPR004821	Cytidyltransferase-like domain
1195_scaffold8,80262,f35Z80262,1_13676_14398_+_gene_type=bacteria	781c0127e41f63cfd8b867b2bf8b1e9e	240	Pfam	PF01148	Cytidylyltransferase family	62	236	5.5E-38	T	28-01-2024	-	-
285_scaffold4,112625,f24Z112625,1_79633_80259_-_gene_type=bacteria	8b18053cfc4e723a6cd688b5127f8492	208	Pfam	PF00117	Glutamine amidotransferase class-I	37	204	1.0E-15	T	28-01-2024	IPR017926	Glutamine amidotransferase
562_scaffold1,238466,f63Z238466,1_220058_220891_-_gene_type=bacteria	32c959e4fffe01dec37fe7b03bbd1a43	277	Pfam	PF14748	Pyrroline-5-carboxylate reductase dimerisation	169	274	2.4E-29	T	28-01-2024	IPR029036	Pyrroline-5-carboxylate reductase, dimerisation domain
562_scaffold1,238466,f63Z238466,1_220058_220891_-_gene_type=bacteria	32c959e4fffe01dec37fe7b03bbd1a43	277	Pfam	PF03807	NADP oxidoreductase coenzyme F420-dependent	15	101	6.6E-4	T	28-01-2024	IPR028939	Pyrroline-5-carboxylate reductase, catalytic, N-terminal
153_scaffold6,109318,f13Z109318,1_59399_60727_+_gene_type=bacteria	8684776dc448572b22eee45028ab9a84	442	Pfam	PF01547	Bacterial extracellular solute-binding protein	47	347	5.5E-35	T	28-01-2024	IPR006059	Bacterial extracellular solute-binding protein
232_scaffold4,112625,f24Z112625,1_28382_28729_+_gene_type=bacteria	f2ae8e9307a145244aa36407ef8f144e	115	Pfam	PF04355	SmpA / OmlA family	2	68	3.4E-7	T	28-01-2024	IPR007450	Lipoprotein SmpA/OmlA
563_scaffold1,238466,f63Z238466,1_220901_221410_-_gene_type=bacteria	0d11d00b5aa0baf277bdd607cef0f35a	169	Pfam	PF10722	Putative bacterial sensory transduction regulator	18	145	7.8E-21	T	28-01-2024	IPR019660	Putative sensory transduction regulator YbjN
