1245_scaffold169,1788,f194Z1788_1_1367_1786_-_gene_type=bacteria_partial=01	d077e440b083fd587c543bd93db61664	139	Pfam	PF02769	AIR synthase related protein, C-terminal domain	17	116	0.0031	T	28-03-2024	IPR010918	PurM-like, C-terminal domain
380_scaffold3,36045,f3Z36045_1_3095_4291_+_gene_type=bacteria	107f50f99084fa24ccf957bb492f5555	398	Pfam	PF00999	Sodium/hydrogen exchanger family	17	381	1.6E-41	T	28-03-2024	IPR006153	Cation/H+ exchanger
366_scaffold40,10241,f36Z10241_1_1462_2343_-_gene_type=bacteria	97f458fc4f8c42cee4bbe69db03a8d5c	293	Pfam	PF10418	Iron-sulfur cluster binding domain of dihydroorotate dehydrogenase B	249	289	4.8E-11	T	28-03-2024	IPR019480	Dihydroorotate dehydrogenase, electron transfer subunit, iron-sulphur cluster binding domain
366_scaffold40,10241,f36Z10241_1_1462_2343_-_gene_type=bacteria	97f458fc4f8c42cee4bbe69db03a8d5c	293	Pfam	PF00970	Oxidoreductase FAD-binding domain	19	103	7.0E-5	T	28-03-2024	IPR008333	Flavoprotein pyridine nucleotide cytochrome reductase-like, FAD-binding domain
893_scaffold34,11297,f7Z11297_1_9786_11297_+_gene_type=bacteria_partial=01	b13528c912832e82044c68a769bffdff	504	Pfam	PF02092	Glycyl-tRNA synthetase beta subunit	5	504	4.0E-115	T	28-03-2024	IPR015944	Glycine-tRNA ligase, beta subunit
1286_scaffold78,5018,f48Z5018_1+scaffold130,2478,f188Z2478_1_rc_2005_2400_+_gene_type=bacteria	402f6a4cdd36eb5ec46d7a7d093e0177	131	Pfam	PF04355	SmpA / OmlA family	52	120	2.2E-9	T	28-03-2024	IPR007450	Lipoprotein SmpA/OmlA
4_scaffold161,1921,f103Z1921_1_1438_1836_+_gene_type=bacteria	083f5de993502d8ab620d032383c560e	132	Pfam	PF09474	Type III secretion system YscX (type_III_YscX)	8	131	2.9E-10	T	28-03-2024	IPR012672	Type III secretion system YscX
838_scaffold31,11937,f29Z11937_1_10860_11927_-_gene_type=bacteria_partial=01	3f8eb038e30fedc819618f436a80d5ef	355	Pfam	PF12327	FtsZ family, C-terminal domain	160	255	9.9E-23	T	28-03-2024	IPR024757	Cell division protein FtsZ, C-terminal
838_scaffold31,11937,f29Z11937_1_10860_11927_-_gene_type=bacteria_partial=01	3f8eb038e30fedc819618f436a80d5ef	355	Pfam	PF00091	Tubulin/FtsZ family, GTPase domain	3	110	5.3E-30	T	28-03-2024	IPR003008	Tubulin/FtsZ, GTPase domain
728_scaffold44,8808,f11Z8808_1_4342_5073_+_gene_type=bacteria	b8c385a98cc63458789ee04a5b2eb69d	243	Pfam	PF02665	Nitrate reductase gamma subunit	66	210	2.5E-10	T	28-03-2024	IPR023234	NarG-like domain
